geno	Omi32_a_2_1	Omi32_a_2_2	Omi32_a_2_3	Omi32_a_2_4	Omi32_a_3_1	Omi32_a_3_2	Omi32_a_3_3	Omi32_a_3_4	Omi32_a_4_1	Omi32_a_4_2	Omi32_a_4_3	Omi32_a_4_4	Omi32_a_5_1	Omi32_a_5_2	Omi32_a_5_3	Omi32_a_5_4	Omi32_a_6_1	Omi32_a_6_2	Omi32_a_6_3	Omi32_a_6_4	Omi32_a_7_1	Omi32_a_7_2	Omi32_a_7_3	Omi32_a_7_4	Omi32_a_8_1	Omi32_a_8_2	Omi32_a_8_3	Omi32_a_8_4	Omi32_a_F_1	Omi32_a_F_2	Omi32_a_F_3	Omi32_a_F_4	Omi32_a_F_5	Omi32_a_F_6	Omi32_a_10_1	Omi32_b_2_1	Omi32_b_2_2	Omi32_b_2_3	Omi32_b_2_4	Omi32_b_3_1	Omi32_b_3_2	Omi32_b_3_3	Omi32_b_3_4	Omi32_b_4_1	Omi32_b_4_2	Omi32_b_4_3	Omi32_b_4_4	Omi32_b_5_1	Omi32_b_5_2	Omi32_b_5_3	Omi32_b_5_4	Omi32_b_6_1	Omi32_b_6_2	Omi32_b_6_3	Omi32_b_6_4	Omi32_b_7_1	Omi32_b_7_2	Omi32_b_7_3	Omi32_b_7_4	Omi32_b_8_1	Omi32_b_8_2	Omi32_b_8_3	Omi32_b_8_4	Omi32_b_F_1	Omi32_b_F_2	Omi32_b_F_3	Omi32_b_F_4	Omi32_b_F_5	Omi32_b_F_6	Omi32_b_10_1
1110010100101	1	16	533	1637	0	32	731	384	1	12	889	244	16	223	821	84	1273	376	139	0	2155	66	0	0	2203	2	0	0	2	6	137	610	1914	279	0	5	8	1653	3704	0	8	1770	1256	1	392	2128	299	119	246	1100	271	1890	311	7	0	2966	46	0	0	4085	210	0	0	162	5	571	1024	669	827	89
1110010100110	0	2	89	122	0	0	98	14	0	0	213	83	0	79	93	32	256	1	24	0	397	32	0	0	132	0	0	0	0	87	0	181	406	6	0	0	1	239	352	0	0	1	204	0	2	220	3	0	0	534	4	79	105	0	0	586	0	0	0	310	0	0	0	0	2	54	132	93	72	5
1110010100111	0	96	31	529	0	10	103	240	0	0	595	43	6	386	428	1	715	168	269	0	729	0	0	0	848	1	0	0	1	60	31	594	932	143	0	0	2	206	1098	0	11	379	917	0	6	759	154	0	254	475	200	643	52	0	0	2286	181	0	0	1673	58	0	0	0	0	410	245	390	85	2
1110010101000	2	1019	844	41	0	1035	1079	54	4	451	290	96	217	878	165	15	1085	256	292	0	1657	3	0	0	1614	1	0	0	9	8	19	1025	1312	154	0	0	1476	500	4	0	1936	1003	228	1	1934	623	159	633	638	2	233	1486	111	5	0	2276	2	0	0	2945	38	0	0	3	3	374	1099	446	223	217
1110010101001	0	1059	151	6	2	1066	456	20	1	420	121	39	98	557	105	2	866	176	36	0	787	70	0	0	956	0	0	0	60	52	23	1510	1242	52	0	1	687	799	5	0	1871	673	38	0	1938	257	9	259	484	6	0	647	15	26	0	422	308	0	0	1596	5	0	0	168	3	279	1079	241	107	358
1110010101010	0	239	116	25	0	356	196	70	0	118	0	1	39	304	39	17	298	1	7	0	122	23	0	0	511	0	0	0	0	34	192	423	221	0	0	0	215	242	0	0	653	153	0	0	705	6	0	323	2	0	0	362	0	0	0	515	0	0	0	356	1	0	0	1	80	819	277	74	0	12
1110010101011	0	1135	594	20	9	1028	328	22	0	227	381	2	124	434	64	3	663	133	77	0	1132	53	0	0	2041	33	0	0	1	9	315	912	641	10	0	2	809	488	2	0	1348	168	7	0	1360	150	1	411	472	1	2	1245	102	9	0	1899	3	0	0	1375	93	0	0	0	0	2415	740	131	11	119
1110010101100	0	14	273	519	4	0	602	6	8	156	835	1	14	155	125	68	633	60	1	0	921	2	0	0	880	0	0	0	0	0	0	420	1241	42	0	0	0	1238	977	0	99	1301	214	0	162	1091	1	11	212	107	2	304	149	0	0	800	119	0	0	1404	52	0	0	2	4	410	278	275	374	219
1110010101101	1	9	1120	1183	2	38	1639	130	0	181	1266	203	38	927	504	209	1313	394	30	0	1824	65	0	0	2681	1	0	0	1	5	122	671	2331	264	0	4	67	1605	2074	2	148	2847	1160	1	436	2326	18	325	1171	733	2	2819	266	0	0	2444	183	0	0	3198	179	0	0	0	1	366	531	1205	1199	373
1110010101110	0	43	681	649	1	1	432	81	2	7	739	3	6	1033	365	3	791	150	46	0	742	22	0	0	1503	0	0	0	2	48	122	1136	1611	75	0	3	6	813	1742	2	44	1318	244	1	761	1476	105	1	646	1059	2	866	299	145	0	712	290	0	0	1783	66	0	0	0	6	328	671	678	200	83
1110010101111	0	69	298	181	1	1	263	6	0	42	382	0	1	127	57	0	176	40	7	0	34	15	0	0	368	0	0	0	0	3	0	334	649	26	0	1	0	444	460	0	0	472	36	1	142	533	1	49	413	503	87	918	52	0	0	507	23	0	0	780	1	0	0	0	0	6	299	137	109	26
1110010110000	1	987	189	1	0	613	145	6	0	187	0	1	158	275	2	60	284	10	40	0	681	4	0	0	1051	1	0	0	2	5	0	972	1244	1	0	1	1309	352	5	2	1610	323	1	1	508	501	4	52	310	250	1	1597	42	0	0	1404	5	0	0	1336	100	0	0	4	1	405	985	378	13	284
1110010110001	0	263	71	57	0	7	96	0	0	350	2	0	0	152	1	1	141	93	0	0	41	0	0	0	177	0	0	0	0	0	1	175	216	6	0	0	213	187	0	0	305	152	2	0	258	1	0	0	4	0	0	409	76	0	0	434	0	0	0	297	78	0	0	0	19	1	0	35	0	47
1110010110010	0	123	0	0	0	250	28	0	0	47	47	1	35	97	0	0	148	88	2	0	571	1	0	0	661	0	0	0	6	8	213	318	204	1	0	0	563	131	4	0	257	445	1	1	314	177	70	73	125	0	106	330	3	1	0	310	1	0	0	295	0	0	0	0	71	813	216	0	30	234
1110010110011	0	0	0	119	0	54	0	0	0	0	34	0	0	1	0	0	1	0	4	0	9	0	0	0	261	0	0	0	0	0	0	44	0	8	0	0	74	111	1	0	203	0	5	0	0	0	0	0	59	0	0	0	0	0	0	83	0	0	0	289	0	0	0	0	0	113	0	57	0	8
1110010110100	0	5	266	326	2	0	436	51	0	1	471	2	19	572	250	26	629	222	22	0	485	40	0	0	1081	0	0	0	0	3	10	378	1386	117	0	0	2	786	1504	0	1	1269	588	0	313	1397	3	451	237	337	0	1347	98	1	0	539	5	0	0	1592	20	0	0	1	140	101	328	382	317	295
1110010110101	0	45	114	128	0	0	116	78	1	0	0	1	0	73	157	0	302	0	0	0	126	0	0	0	371	0	0	0	0	1	0	0	114	34	0	0	0	42	130	0	1	31	1	0	1	66	0	0	3	0	0	719	38	0	0	0	75	0	0	312	4	0	0	0	0	1	163	16	1	0
1110010110110	1	5	164	560	0	1	352	154	0	4	546	89	17	213	304	37	350	274	55	0	911	70	0	0	1291	0	0	0	24	2	75	1043	984	82	0	2	9	634	1220	0	36	875	618	0	12	799	0	1	417	540	56	762	0	6	0	1589	0	0	0	1166	54	0	0	0	1	78	263	431	460	30
1110010110111	0	8	315	294	0	0	613	105	0	0	334	64	0	169	103	2	408	167	98	0	346	3	0	0	699	0	0	0	0	22	1	366	853	69	0	1	2	210	1119	2	4	390	631	0	229	1066	86	11	234	150	63	385	7	1	0	910	74	0	0	1202	72	0	0	0	2	150	352	139	156	64
1110010111000	0	1062	141	6	0	766	318	16	178	215	184	2	115	295	100	5	677	3	113	0	922	22	0	0	1540	0	0	0	0	3	235	1177	1116	24	0	1	917	230	4	0	1708	274	6	0	349	375	3	132	113	5	0	472	17	270	0	874	0	0	0	2019	203	0	0	1	2	880	974	255	75	0
1110010111001	0	371	5	2	1	419	185	4	0	49	65	0	149	50	25	0	103	2	0	0	249	0	0	0	662	0	0	0	0	1	67	330	541	9	0	0	424	312	2	0	696	43	0	0	633	274	0	0	96	1	0	269	108	0	0	173	1	0	0	763	1	0	0	1	52	270	475	228	0	334
1110010111010	0	185	11	2	0	118	124	0	75	6	38	0	37	87	31	0	86	0	0	0	8	28	0	0	300	0	0	0	1	2	148	133	1	0	0	0	148	82	0	0	375	3	1	0	77	0	0	1	0	0	77	153	0	0	0	388	0	0	0	247	0	0	0	0	82	203	117	55	0	32
1110010111011	2	4046	2061	94	24	5118	1657	119	101	1169	1188	14	469	1443	373	22	2774	1022	260	0	3960	148	0	0	6417	64	0	0	54	151	3253	4698	1305	46	0	3	4930	1662	205	6	6553	1576	49	2	4934	959	138	925	1322	191	81	5467	362	16	0	4174	252	0	0	8174	122	0	0	7	693	7093	1745	681	257	704
1110010111100	0	0	203	121	0	0	190	0	0	0	59	0	23	0	71	0	25	0	0	0	121	0	0	0	199	0	0	0	0	0	34	91	56	1	0	0	0	216	206	0	24	99	60	0	265	6	4	0	96	51	0	0	36	0	0	0	0	0	0	4	0	0	0	0	0	81	51	31	0	0
1110010111101	0	1	455	171	0	31	231	20	0	38	251	3	51	83	58	7	148	295	0	0	336	15	0	0	193	1	0	0	0	25	4	233	357	30	0	0	1	483	527	0	0	501	49	0	317	256	0	0	379	94	0	168	0	0	0	685	4	0	0	979	4	0	0	0	0	211	60	423	126	271
1110010111110	0	1	25	62	1	45	133	0	0	0	191	1	6	263	48	0	200	0	60	0	27	45	0	0	641	0	0	0	4	6	59	495	211	17	0	0	3	130	102	0	36	409	3	0	105	70	0	0	220	1	8	234	2	0	0	413	0	0	0	229	0	0	0	0	0	210	245	190	81	178
1110010111111	0	4	115	134	1	2	161	0	0	0	88	0	0	66	66	0	348	35	0	0	205	0	0	0	368	0	0	0	1	0	2	299	208	1	0	0	0	224	239	0	4	456	46	0	396	93	0	0	0	0	93	1	4	0	0	337	0	0	0	263	0	0	0	0	0	15	54	12	11	0
1110011000000	0	33	929	269	0	89	473	89	0	120	246	1	34	153	9	41	284	76	9	0	750	36	0	0	605	0	0	0	0	2	3	15	939	119	0	1	4	743	159	0	447	851	24	0	764	247	0	62	402	3	9	37	25	1	0	553	0	0	0	1450	0	0	0	42	0	96	453	312	204	281
1110011000001	0	0	603	262	0	315	567	0	0	99	51	11	0	20	2	2	366	376	60	0	588	0	0	0	400	15	0	0	0	0	0	70	540	90	0	3	27	1011	324	0	78	781	30	0	558	150	5	132	204	0	0	466	0	0	0	200	0	0	0	303	5	0	0	0	1	284	83	4	199	0
1110011000010	1	2	362	665	0	159	991	0	0	262	341	5	91	508	135	0	749	473	93	0	818	1	0	0	1656	0	0	0	0	1	0	462	992	53	0	2	36	1100	875	0	346	1274	114	0	1388	268	4	41	667	6	8	1050	87	173	0	1341	0	0	0	1583	34	0	0	65	1	4	281	368	203	10
1110011000011	1	28	144	166	0	0	288	22	0	0	206	1	18	148	75	0	157	0	0	0	715	0	0	0	263	0	0	0	0	0	2	217	261	71	0	0	3	506	537	0	294	724	2	0	228	1	0	79	230	130	3	1	0	0	0	503	0	0	0	800	1	0	0	0	0	1	0	36	61	7
1110011000100	0	1	396	956	1	0	185	693	1	1	2	677	34	4	155	713	187	510	665	0	1009	26	0	0	1786	14	0	0	6	13	0	247	1417	225	0	1	1	1075	1468	1	5	456	1391	0	5	222	857	0	4	259	292	270	152	53	0	1225	200	0	0	1879	8	0	0	2	73	40	448	429	513	264
1110011000101	0	0	12	237	0	28	103	463	0	65	9	327	0	82	70	455	50	26	234	0	206	2	0	0	624	0	0	0	53	55	3	2	233	15	0	0	11	116	1161	0	1	1	470	0	0	193	472	75	0	69	114	210	0	3	0	668	1	0	0	576	0	0	0	0	21	65	133	283	68	24
1110011000110	0	0	1	75	0	0	0	6	0	0	0	158	0	0	0	8	2	69	12	0	219	0	0	0	49	0	0	0	0	0	0	42	163	7	0	0	0	1	89	0	1	99	68	0	0	2	115	0	0	109	0	1	31	6	0	149	0	0	0	190	0	0	0	2	0	0	61	52	200	0
1110011000111	0	106	245	943	0	19	0	557	0	1	0	263	12	0	178	375	216	471	264	0	639	3	0	0	1447	29	0	0	1	1	19	563	960	79	0	0	7	258	2030	1	3	259	1656	0	7	357	985	2	1	640	841	677	139	353	0	1761	0	0	0	1700	98	0	0	0	117	325	76	359	449	95
1110011001000	2	139	2739	335	2	1293	1355	19	53	689	572	66	126	1415	139	17	1008	1066	17	0	1889	60	0	0	2579	53	0	0	5	18	196	1204	3540	308	0	3	480	3082	531	0	1004	1734	123	3	2528	719	13	246	731	94	20	2157	4	55	0	1897	13	0	0	2762	52	0	0	5	3	384	1163	644	757	349
1110011001001	1	38	530	1	0	475	401	1	58	137	250	11	42	391	28	64	199	117	0	0	389	0	0	0	607	0	0	0	0	1	0	278	635	61	0	0	230	1289	138	0	156	644	1	0	1250	697	0	145	484	1	1	659	0	1	0	992	1	0	0	961	0	0	0	0	0	75	266	328	138	1
1110011001010	0	65	1892	158	0	726	588	7	0	391	364	77	148	640	88	7	664	76	0	0	1651	0	0	0	1538	0	0	0	0	4	120	1259	1483	3	0	0	14	1253	195	0	524	674	4	1	1083	4	16	140	188	447	2	600	6	1	0	1539	49	0	0	1641	1	0	0	37	0	427	406	580	357	133
1110011001011	0	2	6	17	0	74	70	0	0	0	0	2	13	51	3	0	153	0	0	0	140	0	0	0	38	0	0	0	1	0	0	108	83	0	0	0	0	3	179	0	0	4	0	0	171	4	0	0	0	0	5	1	0	0	0	0	0	0	0	14	2	0	0	0	0	88	73	29	57	60
1110011001100	1	6	579	1397	0	57	387	807	1	2	697	840	57	3	1193	127	582	428	156	0	1210	93	0	0	2931	21	0	0	0	5	125	1252	1954	228	0	2	10	1433	3237	1	50	247	2268	0	11	947	2205	3	133	1872	1206	1855	317	184	0	1634	9	0	0	2799	66	0	0	9	1	307	704	389	702	345
1110011001101	0	1	144	266	1	96	71	219	2	118	124	131	0	0	105	149	158	7	66	0	429	0	0	0	485	0	0	0	137	1	32	82	81	34	0	1	0	187	359	0	0	2	308	0	0	144	440	0	1	50	39	425	0	0	0	252	1	0	0	341	31	0	0	0	0	60	78	78	140	14
1110011001110	0	0	37	261	0	0	110	43	0	0	9	15	0	0	61	0	29	227	2	0	279	0	0	0	357	0	0	0	0	1	0	279	373	19	0	0	0	46	414	0	0	45	257	0	1	0	132	0	115	23	344	3	0	0	0	524	0	0	0	124	0	0	0	0	0	2	177	138	160	187
1110011001111	1	2	188	675	0	12	6	509	1	1	482	433	0	50	413	34	278	233	196	0	716	17	0	0	798	0	0	0	1	4	32	51	1189	59	0	0	0	417	819	0	4	93	781	1	5	182	363	1	85	304	213	1062	175	0	0	1343	317	0	0	1536	0	0	0	2	3	60	85	214	401	4
1110011010000	1	466	1600	1	1	1498	1102	10	0	661	554	44	175	954	100	64	1584	158	193	0	1475	75	0	0	2253	0	0	0	1	30	25	829	1230	297	0	2	536	2744	32	0	1449	1614	71	0	2820	532	202	264	700	314	109	1840	32	2	0	1617	50	0	0	3183	1	0	0	3	108	117	310	657	1243	132
1110011010001	0	11	0	0	0	52	0	0	0	69	238	0	0	71	0	0	194	0	0	0	23	28	0	0	486	0	0	0	0	7	0	47	219	13	0	1	39	0	0	0	264	175	0	0	2	52	0	67	1	59	0	103	0	0	0	15	0	0	0	117	0	0	0	0	0	1	33	60	22	106
1110011010010	0	0	91	110	0	0	97	0	0	106	43	0	6	2	0	0	62	79	20	0	151	0	0	0	138	0	0	0	0	1	0	132	160	0	0	0	138	187	0	0	93	139	73	0	1	0	51	71	141	1	0	71	0	0	0	220	0	0	0	113	0	0	0	1	19	9	0	26	0	0
1110011010011	0	1	23	2	1	71	38	0	0	84	94	3	27	68	1	0	26	0	56	0	76	0	0	0	42	0	0	0	0	1	0	62	250	0	0	1	0	1	161	0	178	325	0	0	233	164	0	1	0	1	0	231	0	0	0	302	0	0	0	151	0	0	0	56	0	0	74	90	0	31
1110011010100	2	2	16	759	2	2	106	355	0	0	189	302	8	0	153	85	388	448	54	0	559	6	0	0	512	0	0	0	1	2	1	263	1124	147	0	0	4	615	1642	1	0	341	901	0	2	765	299	1	68	1293	114	144	132	0	0	1121	5	0	0	1253	186	0	0	2	4	4	124	258	355	166
1110011010101	0	4	0	274	1	0	0	68	0	1	144	57	0	0	14	6	10	0	0	0	186	29	0	0	1	0	0	0	0	1	0	0	132	26	0	0	0	28	500	0	0	1	482	0	0	163	0	0	3	17	0	3	102	0	0	630	0	0	0	100	0	0	0	0	0	131	4	51	0	0
1110011010110	0	0	251	729	0	44	101	529	0	12	620	489	7	4	538	72	786	359	612	0	909	24	0	0	1579	0	0	0	0	7	3	331	1157	108	0	1	10	963	1631	2	2	247	1619	0	5	476	419	7	0	305	4	628	486	0	0	1492	108	0	0	1941	2	0	0	1	3	136	448	249	691	277
1110011010111	0	24	215	802	1	0	23	387	0	1	316	526	20	26	156	281	343	316	237	0	937	15	0	0	1282	16	0	0	0	1	1	202	694	73	0	0	3	414	1507	0	0	1	885	0	2	625	876	0	1	615	241	938	129	71	0	1151	43	0	0	1937	12	0	0	131	3	189	455	385	256	242
1110011011000	0	35	298	7	1	225	231	0	2	194	159	0	21	425	26	88	517	288	0	0	569	0	0	0	464	17	0	0	0	1	19	587	870	1	0	2	79	209	4	0	380	187	71	1	300	212	0	149	45	1	0	738	72	0	0	286	2	0	0	575	0	0	0	1	0	232	3	230	297	63
1110011011001	0	297	116	1	0	48	171	0	4	159	118	0	25	158	62	4	406	2	79	0	187	0	0	0	332	0	0	0	0	3	2	276	563	27	0	1	51	481	65	0	428	791	3	0	609	203	1	199	80	77	79	582	0	0	0	575	0	0	0	432	18	0	0	0	0	143	29	132	272	77
1110011011010	0	261	399	0	1	495	197	0	0	164	109	67	10	304	4	1	225	1	3	0	384	0	0	0	757	30	0	0	4	2	301	583	467	0	0	0	238	503	3	0	255	259	4	0	272	162	6	2	470	1	6	132	0	86	0	428	1	0	0	1223	1	0	0	1	0	619	445	144	35	61
1110011011011	0	62	147	4	0	45	317	0	1	183	49	0	0	144	2	0	222	4	0	0	165	1	0	0	442	0	0	0	0	1	56	233	312	18	0	1	110	465	0	2	340	393	0	0	149	97	0	0	1	1	0	191	0	1	0	70	60	0	0	531	0	0	0	0	1	73	72	1	0	0
1110011011100	0	0	241	1086	0	2	366	301	0	37	714	84	12	431	457	20	533	273	105	0	1001	32	0	0	1581	36	0	0	3	5	33	1040	1550	105	0	1	4	536	1469	0	2	296	1065	1	8	882	260	1	67	1050	98	1187	100	94	0	1821	51	0	0	1276	2	0	0	1	1	56	357	316	453	238
1110011011101	0	0	63	226	0	0	291	104	0	36	437	49	0	126	86	0	419	88	1	0	567	0	0	0	272	0	0	0	0	2	17	104	426	81	0	1	0	276	498	0	0	114	575	0	3	1118	29	1	1	344	1	110	132	0	0	401	1	0	0	745	1	0	0	86	51	69	101	200	0	161
1110011011110	0	1	0	20	0	0	29	52	0	0	27	48	0	0	0	0	517	0	0	0	150	0	0	0	100	0	0	0	0	1	1	179	322	13	0	0	1	70	283	0	0	63	61	0	2	377	110	0	0	46	1	1	0	0	0	16	0	0	0	143	0	0	0	0	0	0	73	26	89	14
1110011011111	1	0	144	357	0	0	198	278	0	2	262	1	0	46	181	0	162	32	54	0	773	36	0	0	469	0	0	0	0	1	0	380	723	29	0	0	83	190	310	1	2	64	636	2	2	499	133	1	92	263	196	223	0	8	0	235	4	0	0	367	0	0	0	2	0	202	382	246	105	23
1110011100000	0	308	953	102	0	606	827	7	180	376	367	11	155	487	280	2	888	259	95	0	885	56	0	0	2073	0	0	0	2	4	26	715	1732	166	0	1	83	1592	47	0	1178	1200	169	0	1419	439	38	557	359	262	5	1661	2	1	0	2360	77	0	0	2206	62	0	0	1	2	96	504	142	450	19
1110011100001	0	252	945	11	0	682	467	18	0	246	222	0	113	461	20	10	857	79	6	0	816	21	0	0	624	15	0	0	6	2	20	358	1152	47	0	1	74	1652	94	0	746	680	54	0	871	230	105	124	593	82	2	777	45	1	0	481	242	0	0	1161	43	0	0	8	3	143	277	226	159	77
1110011100010	0	1	232	2	0	132	125	0	0	83	0	6	0	22	0	0	95	2	0	0	264	0	0	0	205	0	0	0	0	1	26	348	98	0	0	0	0	514	68	0	90	39	1	1	265	367	0	0	0	30	0	251	16	0	0	0	0	0	0	176	0	0	0	0	63	0	40	147	1	47
1110011100011	0	210	1654	192	0	1682	901	0	1	656	363	72	134	444	118	75	735	245	2	0	1098	1	0	0	1537	0	0	0	2	2	187	1797	1206	64	0	1	102	2175	259	0	1499	1906	7	0	1281	296	9	774	201	214	0	1579	289	0	0	2213	68	0	0	2114	0	0	0	1	2	585	620	406	155	103
1110011100100	0	1	69	112	0	0	0	76	0	0	1	67	0	0	23	0	71	0	19	0	164	0	0	0	477	0	0	0	0	5	0	83	367	18	0	0	0	150	230	0	1	2	143	0	0	0	35	0	0	1	0	126	0	0	0	236	0	0	0	503	0	0	0	0	1	105	1	35	58	140
1110011100101	0	56	222	528	0	10	90	383	0	0	244	446	5	2	574	94	518	283	256	0	607	15	0	0	818	2	0	0	0	1	14	120	703	163	0	1	26	29	1700	0	5	46	1019	0	5	360	657	13	107	792	287	307	225	2	0	1199	0	0	0	1226	1	0	0	0	0	3	199	164	418	251
1110011100110	0	3	120	564	0	6	166	317	0	14	351	347	10	3	442	206	680	223	117	0	914	1	0	0	1111	0	0	0	0	5	5	360	1390	105	0	0	13	412	987	0	1	281	917	0	3	253	465	92	0	979	34	693	224	79	0	769	13	0	0	1199	10	0	0	0	1	124	215	390	397	171
1110011100111	0	3	311	345	1	0	63	218	0	0	477	165	1	103	259	120	271	245	37	0	566	63	0	0	857	28	0	0	0	27	7	390	877	103	0	0	3	466	874	1	14	359	669	0	5	525	253	1	33	8	56	710	143	0	0	647	83	0	0	1317	1	0	0	102	2	46	105	242	186	313
1110011101000	1	168	0	40	0	85	47	0	3	0	90	0	9	27	12	0	213	67	0	0	116	0	0	0	303	0	0	0	0	35	29	202	178	0	0	0	0	218	1	0	78	350	0	0	0	0	0	0	0	0	0	322	0	0	0	95	0	0	0	51	0	0	0	0	0	1	0	130	86	438
1110011101001	0	23	270	0	0	145	236	0	0	69	43	0	4	45	41	0	110	1	0	0	42	0	0	0	62	0	0	0	0	0	18	188	128	0	0	0	56	184	0	0	34	148	1	0	127	1	43	0	0	0	1	264	0	0	0	1	0	0	0	38	0	0	0	0	4	21	15	41	84	0
1110011101010	0	237	114	0	0	434	83	0	0	139	159	0	2	0	0	3	259	1	0	0	323	1	0	0	214	0	0	0	0	0	150	321	68	0	0	0	360	215	0	0	287	0	0	1	241	56	3	6	149	86	0	132	1	0	0	65	21	0	0	201	0	0	0	1	1	816	126	15	2	3
1110011101011	0	217	186	0	0	450	95	11	0	248	8	0	47	125	11	0	109	0	1	0	294	0	0	0	554	0	0	0	0	0	39	286	166	0	0	0	57	260	52	1	245	2	0	0	332	173	2	0	0	3	0	0	5	1	0	292	130	0	0	495	9	0	0	0	3	611	37	18	0	1
1110011101100	1	11	258	1129	0	90	601	166	0	39	528	147	2	184	326	54	308	567	71	0	812	58	0	0	1512	0	0	0	0	2	39	562	1677	155	0	1	6	924	1981	1	19	924	810	2	272	1743	298	1	276	456	3	915	63	84	0	1688	7	0	0	1794	38	0	0	4	2	101	811	642	377	420
1110011101101	0	0	186	156	0	0	115	121	0	0	104	62	0	1	78	103	88	405	67	0	322	0	0	0	367	0	0	0	1	1	0	203	358	6	0	0	3	2	283	0	1	252	324	0	3	192	166	0	0	380	1	240	50	100	0	851	0	0	0	340	0	0	0	0	0	0	1	0	86	2
1110011101110	0	12	279	210	0	0	137	22	0	17	153	36	24	84	33	61	465	431	124	0	430	11	0	0	518	0	0	0	1	0	23	800	928	1	0	4	10	539	800	0	3	359	314	0	4	477	189	0	93	11	0	381	109	0	0	443	3	0	0	623	3	0	0	1	4	110	209	268	1	159
1110011101111	0	38	274	246	0	3	435	182	99	6	120	130	3	340	376	52	137	314	46	0	373	0	0	0	800	1	0	0	0	42	0	590	675	45	0	2	2	332	653	1	43	482	347	1	3	931	2	2	133	383	92	662	33	0	0	353	1	0	0	1604	170	0	0	0	176	481	326	125	151	221
1110011110000	0	1076	621	8	0	903	364	0	145	553	348	1	71	292	32	7	575	155	47	0	1077	3	0	0	1673	0	0	0	0	6	7	1369	836	56	0	3	567	805	3	0	1375	285	48	0	1051	296	4	145	552	112	4	2620	64	0	0	422	3	0	0	1912	26	0	0	1	73	103	411	414	296	92
1110011110001	0	935	254	0	0	556	428	1	0	345	191	20	84	408	48	109	358	301	65	0	618	68	0	0	1066	21	0	0	27	99	60	997	1225	16	0	1	594	750	103	0	1070	914	62	1	301	355	1	436	424	149	3	710	67	0	0	455	77	0	0	1598	1	0	0	0	91	412	489	423	201	5
1110011110010	1	63	10	1	0	292	0	1	0	0	114	0	0	66	0	0	119	0	0	0	182	0	0	0	319	0	0	0	0	0	111	103	2	15	0	0	37	242	0	2	195	120	0	0	0	0	0	1	200	0	1	281	1	0	0	4	1	0	0	236	98	0	0	3	0	245	79	166	0	10
1110011110011	0	122	120	1	0	60	0	0	0	19	1	0	2	104	0	0	24	0	0	0	119	0	0	0	4	0	0	0	0	0	43	66	0	0	0	0	28	53	0	0	223	215	0	0	142	7	1	3	0	1	0	110	0	0	0	0	1	0	0	129	0	0	0	0	0	2	64	0	0	7
1110011110100	0	21	580	1751	1	131	1574	367	1	174	1320	361	60	319	631	64	1884	960	217	0	1778	124	0	0	2822	0	0	0	0	9	162	508	2464	315	0	2	203	1119	3304	3	315	2388	1300	0	241	1659	652	2	998	1551	134	1405	314	68	0	2158	144	0	0	2760	29	0	0	4	5	143	269	398	1057	306
1110011110101	0	0	0	168	0	0	113	22	0	0	172	2	0	0	62	0	437	1	0	0	1	0	0	0	29	0	0	0	0	1	0	73	134	0	0	0	0	1	92	0	4	4	149	0	2	0	0	0	0	151	1	318	0	0	0	163	0	0	0	195	82	0	0	0	0	0	0	89	9	21
1110011110110	0	0	0	64	0	0	0	0	0	0	15	52	0	0	90	0	235	0	0	0	1	16	0	0	152	0	0	0	0	1	1	1	246	15	0	0	0	0	0	0	0	27	103	0	1	47	55	0	0	0	1	432	47	1	0	9	0	0	0	114	0	0	0	1	0	0	35	57	241	0
1110011110111	0	64	315	532	0	0	315	170	0	1	686	55	0	151	165	0	398	154	1	0	1135	0	0	0	1122	0	0	0	0	1	47	441	929	190	0	0	4	609	800	4	4	435	507	0	1	687	144	1	214	653	5	203	148	0	0	812	82	0	0	1236	1	0	0	2	6	216	182	352	302	4
1110011111000	0	75	121	2	0	138	42	0	67	51	40	0	15	36	9	27	350	1	0	0	202	0	0	0	818	0	0	0	0	2	156	357	56	12	0	2	113	3	0	1	109	102	5	0	336	0	0	156	171	216	0	249	18	0	0	514	0	0	0	114	0	0	0	0	1	474	45	0	7	0
1110011111001	0	225	125	1	0	306	378	1	0	156	148	0	47	71	0	0	195	101	43	0	164	0	0	0	605	1	0	0	0	3	78	351	215	15	0	0	239	173	1	0	694	46	0	0	934	169	1	0	0	0	108	161	0	66	0	537	4	0	0	202	59	0	0	0	0	585	146	71	0	89
1110011111010	0	281	92	2	12	425	110	61	0	94	81	1	57	110	66	0	30	0	29	0	325	0	0	0	734	1	0	0	10	57	218	47	24	15	0	0	603	175	1	0	472	179	0	0	599	41	0	436	0	3	1	95	0	3	0	336	2	0	0	306	0	0	0	66	0	412	75	9	1	0
1110011111011	1	259	34	2	0	106	101	2	0	60	1	0	0	38	0	0	77	0	0	0	228	0	0	0	20	0	0	0	0	2	127	125	0	0	0	0	293	44	0	0	333	85	1	0	0	0	0	4	66	1	0	118	0	0	0	202	0	0	0	247	1	0	0	0	0	231	101	1	0	0
1110011111100	0	1	35	177	1	13	409	2	0	1	380	45	52	286	125	0	112	0	134	0	461	0	0	0	363	0	0	0	1	3	6	514	168	23	0	0	2	89	4	0	3	319	2	0	1	97	0	0	2	91	0	181	2	0	0	91	0	0	0	632	2	0	0	0	1	0	318	82	58	9
