"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","586_15 YG D-A","530_30 Blue C-A","Time"
121224,88376,89894.5,65821.7,58993,73122.1,657.58,39254.4,3.121
99425.3,62569,104140,82335.6,67460,79987.3,547.47,61732.8,3.121
65832.3,40911,105458,87645.6,69531,82609.8,920.92,37851.8,3.121
91722.9,71474,84102.6,49551.8,44550,72894,322.63,10805.8,3.122
88433.9,68179,85005.7,41055.8,36555,73605.1,361.13,35545,3.122
103634,69349,97935.8,87373.4,73461,77947.6,389.62,69310.1,3.122
134680,84506,104447,84331.4,65907,83856.7,676.83,116162,3.122
127311,83560,99850.1,72370.1,62997,75286.9,686.07,50497.9,3.122
92123.5,63269,95424.4,63093.6,54781,75480.6,525.14,22396.3,3.123
92650.9,65353,92910.3,78726.2,65913,78276,402.71,40056.5,3.124
114708,78536,95720.3,69370.6,60833,74733.6,646.03,26776.1,3.125
66095.4,43276,100093,39058.6,33989,75310.9,215.6,24955.9,3.125
119523,72892,107461,114747,91013,82626.3,841.61,54224.6,3.125
94240,59955,103012,73545.1,61595,78250.7,656.81,66363.1,3.126
92749.4,68802,88346.7,33792.5,30394,72863.9,261.03,16881.8,3.126
89331.8,69892,83764.3,32855.8,29340,73389.1,61.6,21307.7,3.127
108940,74335,96045,67117,57996,75842.8,500.5,48610.8,3.127
114850,82784,90921,52475.8,47172,72904.5,488.95,44228.9,3.127
114784,80141,93865.6,52779.6,45792,75536.4,683.76,39121.2,3.127
82425.6,60530,89242.4,52416.7,46526,73833.6,303.38,25156.8,3.128
81722.2,64448,83101.9,52229.5,47216,72494.8,820.05,39778.6,3.129
133941,93725,93656.6,57933.4,50317,75456,601.37,28774.1,3.129
157939,106041,97610.4,78127.2,65764,77856.3,592.13,89947.4,3.129
89120,60432,96646.9,46672.6,40424,75666.3,611.38,70794,3.129
79210.9,57669,90016.5,39438.7,35065,73710.4,293.37,27319,3.13
77483.5,49457,102674,63295.2,52945,78347.6,642.18,46743.8,3.13
120479,87113,90637.4,57183.8,48004,78068.5,400.4,31763.5,3.13
97390.7,69626,91669.8,39661.9,33907,76659.2,642.95,29486.9,3.131
123695,80009,101319,92314.1,77764,77798.2,884.73,59896.8,3.132
111178,66496,109573,67695.1,57560,77075.5,479.71,25776.7,3.132
66261.1,46606,93174.5,72164.2,61975,76310.6,654.5,32685.8,3.132
109039,84766,84302.7,42030,38423,71688.3,366.52,9113.04,3.133
125442,75847,108389,111350,90559,80582.2,589.05,51571.4,3.134
96261.1,71355,88411,54671.8,48134,74437.4,483.56,19626.5,3.134
108993,67188,106313,78089.8,63160,81027.4,553.63,70113.6,3.134
107475,77901,90416,49988.9,44512,73599.7,405.02,34119.4,3.134
105168,71684,96148.2,60161,50500,78073.5,349.58,38705,3.134
129241,85869,98637.9,80442,69680,75658,444.29,43875.4,3.134
133520,88780,98562.4,71295.1,61448,76038.2,530.53,27735.1,3.134
85882.9,59813,94100.3,45778.3,40657,73791.2,435.05,76184.6,3.135
74378.9,54369,89655.8,33499.4,29373,74742.8,342.65,31246.6,3.135
97022.1,64574,98467.5,88350.5,71191,81332.4,678.37,68215,3.135
73981.4,53455,90701.5,46000.8,40594,74264.9,745.36,18564.5,3.136
108052,72237,98029.1,76901,65920,76453.1,692.23,49096.8,3.136
84873,57193,97253.8,67536,55924,79143.8,524.37,64557.4,3.136
86209.3,65330,86481.1,30196.1,28078,70479.8,184.8,18261.4,3.136
80906.2,67501,78551,93794.4,79997,76839.3,8253.63,13680.7,3.136
75271,54481,90544.6,56273.8,47421,77770.6,532.84,17312.4,3.136
92784.6,59769,101737,83615.8,70205,78054.9,501.27,13031.3,3.136
99491.8,71981,90583.6,58849.2,52096,74031.4,337.26,23926.3,3.137
120662,88449,89404.4,59122.8,52269,74129.4,390.39,29730.2,3.137
93127.7,62092,98293.1,65499.1,56789,75587.7,570.57,42000.5,3.137
101084,74225,89250.9,46180.1,40805,74168.8,582.12,56003.8,3.137
62960.6,40985,100676,47651.8,41021,76129.4,458.15,32646.2,3.137
107832,77217,91520,71902.1,62797,75038.2,307.23,47012.4,3.137
112785,71800,102946,86587.2,73237,77482.4,1022.56,16837.9,3.138
93065.6,67864,89873.1,43969.7,39221,73470.8,695.31,35381.5,3.139
113295,73848,100543,82938.2,70417,77189.3,426.58,32671.4,3.139
102540,72014,93315.6,57006.7,50055,74637.8,248.71,39391.9,3.14
123974,83928,96806.1,80568.7,66972,78841.2,754.6,44748.7,3.142
132717,88739,98014.7,69820.6,59903,76386.2,660.66,43247.5,3.142
148293,105643,91994.1,55015.9,46774,77083.9,598.29,19856.2,3.142
71910.4,49689,94844.3,58353.1,51716,73946.8,627.55,41335.9,3.143
112580,74053,99632.3,68655.6,58713,76634,662.2,16429.7,3.143
132399,104110,83343.8,41134.3,37703,71500.4,428.89,41133.6,3.143
125122,94001,87233,54856.1,47389,75862.5,502.81,36126.7,3.144
76125.4,48507,102850,66669.8,57030,76613.6,347.27,65139.1,3.144
134223,76653,114756,85543.9,69440,80734.5,777.7,52647.8,3.144
121437,81058,98182.6,79918.6,68074,76939,710.71,35217.4,3.145
75989.1,50791,98049.3,48299,41099,77017.1,772.31,46891.4,3.145
105279,73636,93698,82159.2,69816,77122.5,769.23,50440.3,3.145
130264,94806,90047.1,78816.2,68190,75748.7,880.88,14821.2,3.145
98396.2,60767,106118,66488.4,56354,77321.6,328.02,14131.4,3.146
84682.9,51972,106784,73555.2,62120,77600,620.62,74420.6,3.146
117580,87012,88559,60904.8,53720,74301.1,528.99,66481.9,3.146
150788,96172,102754,73233.4,61160,78473.2,430.43,35084.9,3.147
80992,52047,101983,77195.5,65090,77724.5,591.36,64455.8,3.148
130396,88293,96786.8,67593.6,58857,75264,519.75,26828.6,3.148
144030,101943,92592.5,76420.8,66548,75258.7,433.51,24973.9,3.149
116008,79117,96094.7,52904.9,45376,76409.9,297.22,48453.1,3.149
111234,79609,91570.4,73158.5,63353,75679.4,593.67,22801,3.15
83049.6,66646,81666.4,50152.3,44906,73192.5,274.12,14037.1,3.15
96209.9,75560,83446.4,36738.7,33537,71792.6,90.86,29060.6,3.15
126303,76397,108347,93587.8,77373,79270.1,873.18,130615,3.15
86107.5,65436,86239.1,30916.8,26753,75735.9,347.27,31543.9,3.151
92766.7,68855,88295.1,44672.4,39627,73880.2,273.35,10273.7,3.152
85827.8,63413,88701.3,79838.6,69709,75059.2,896.28,41973.1,3.153
85994.2,66177,85161.3,38388.2,34722,72455.9,440.44,20024.6,3.153
77606.4,58502,86937.4,54039.6,44782,79084,722.26,75911.8,3.154
87125.8,58277,97978.2,70897.7,61357,75726.5,623.7,41202.7,3.154
80107.5,55504,94586.5,55777.7,49628,73656.9,436.59,18625.7,3.155
89318.4,59457,98450.5,63022.3,55073,74995.6,1205.82,61826.4,3.155
71632.6,52872,88790.2,44910,39921,73726.2,134.75,25979.8,3.155
77185.9,47401,106716,86373.4,69204,81795.3,770.77,61243.9,3.155
129139,87569,96646.8,93295.4,81205,75293.5,917.07,53061.1,3.155
123201,93557,86301.6,40117,35693,73658.8,441.21,46820.9,3.156
144696,93506,101414,77029.2,65850,76661.9,545.93,27101.5,3.157
128694,94969,88809.1,75101,64148,76726,664.51,58620.2,3.157
130563,89166,95962,75134.2,64291,76589.1,823.9,46454.4,3.157
129354,89660,94550.1,85871.5,72648,77465,455.84,55906.6,3.158
88851.8,58119,100191,53674.6,46043,76398.5,227.92,16627.7,3.158
65732.5,43228,99654,65960.6,56033,77147.3,428.89,43685.3,3.159
75493.1,52673,93928.9,52085.5,46641,73186.2,298.76,31151.5,3.159
132618,101691,85467.4,56787.1,51526,72227.6,579.81,22296.2,3.159
66202.9,46336,93635,49731.1,43792,74424.1,372.68,35354.9,3.159
82912.6,54392,99900,56291.8,49221,74950.5,469.7,29461.7,3.159
115055,72004,104720,64111,54792,76682.3,420.42,40661.3,3.159
90007,63782,92482.2,44293,38330,75731.4,381.92,33024.2,3.159
83468.2,57341,95397.2,54243.4,44896,79180.6,338.8,16141,3.159
105999,71236,97517.2,69729.8,59144,77265.9,393.47,36043.2,3.159
95283.8,75573,82629,42836.4,40333,69603.7,263.34,11054.9,3.16
134945,91764,96375.2,56225.5,48732,75613.5,491.26,47338.6,3.16
88683.5,64144,90608.1,45031.7,40576,72732.6,308.77,11650.3,3.161
130403,86657,98619.4,84945.6,68477,81297.3,987.91,40848.5,3.162
82234.2,57740,93337.4,54774,48545,73945.2,317.24,40582.8,3.162
122570,75825,105938,87833.5,72577,79312.4,645.26,58438.1,3.163
70322.6,51856,88874.2,36774.7,32396,74394,393.47,19399,3.163
102191,72073,92922,60102,51033,77182.3,361.13,45781.2,3.163
81930.2,63152,85023.1,35446.3,32088,72395,361.9,15372,3.164
112914,74389,99476.1,88020,73269,78730.1,850.85,130930,3.165
107617,76576,92101.5,45401.8,40076,74245.2,485.87,24739.2,3.165
63706.9,46680,89440.7,49860.7,42705,76517.3,364.21,43801.2,3.166
103040,71542,94389.7,48351.6,42158,75164.2,813.89,41143,3.166
80265.6,55698,94443,72849.6,63758,74881.1,330.33,38203.9,3.167
142156,100726,92492,64574.6,53818,78634.7,565.18,38993.8,3.167
70849.9,59719,77751.1,76124.2,65403,76279,5388.46,7163.28,3.168
80853.1,49862,106269,60158.2,50526,78029.6,596.75,68359.7,3.168
78965.8,53672,96420.9,70827.8,60609,76585.5,724.57,28145.5,3.168
100437,71198,92449.9,74026.1,62983,77026.7,884.73,32734.8,3.168
144299,95581,98939.9,77013.4,65881,76610.1,609.84,50909.8,3.169
113632,77365,96257.8,90232.6,74697,79166.2,984.83,43505.3,3.169
136619,88513,101154,115774,98369,77131.6,1219.68,51763.7,3.169
85162.9,60769,91843.4,71226.7,61617,75756.9,439.67,40644.7,3.17
149105,111246,87838.9,55138.3,48787,74067.8,602.91,29858.4,3.17
108824,72866,97876.5,74916.7,63918,76813.1,426.58,26069,3.172
107588,67109,105066,86091.1,72049,78308.8,810.04,74156.4,3.172
76386.6,61585,81287.2,81031.7,72489,73259.3,706.86,6579.36,3.172
109974,75590,95347,70041.6,60698,75624.3,646.8,74248.6,3.173
84817.9,60135,92435.8,54844.6,47583,75537.3,381.92,21588.5,3.173
107419,84163,83644.9,42474.2,38783,71773.5,388.85,33724.1,3.173
102999,78165,86357.6,42441.8,39033,71259.4,371.14,24333.8,3.173
114391,78685,95275.2,62210.2,51904,78549,549.01,67952.9,3.173
116339,77897,97878,85635.4,68596,81815.3,723.8,37031.8,3.174
93116.2,64609,94452.2,91651.7,75919,79117,818.51,54622.8,3.174
121738,93648,85193.4,61530.5,53656,75154,646.03,36895.7,3.174
145789,102480,93232,43988.4,38824,74253.7,364.21,30048.5,3.174
88906.9,64687,90073.8,47318.4,42066,73718.9,637.56,35686.8,3.175
91717.1,77471,77587.4,78643.4,68283,75479.7,1460.69,15662.9,3.175
94400.6,69271,89310.7,39764.9,35103,74239.6,404.25,39098.9,3.175
86459.5,58640,96627.1,54221,47196,75290.9,586.74,38476.8,3.176
81020.8,52353,101423,62619.8,53581,76591.6,646.03,29153.5,3.176
117832,79717,96870.9,65932.6,56017,77136.5,308,56834.6,3.176
101828,73596,90676.6,76315,64561,77467.5,1126.51,36756,3.177
133882,86949,100911,74797.9,63309,77429.1,576.73,33166.8,3.178
82492.8,59357,91080.2,34642.8,30544,74330.5,245.63,17079.8,3.178
77031,58064,86943.8,36211.7,33356,71146.7,415.8,17845.9,3.179
101346,71748,92571.3,48835.4,42216,75812,641.41,20906.6,3.18
59477.8,38162,102142,51056.6,43905,76211.1,290.29,21868.6,3.18
114828,77301,97351.1,75370.3,65241,75711.1,446.6,43336.1,3.181
95598.7,80810,77529.5,101588,90691,73410.8,3870.79,7467.12,3.181
79112.3,52965,97889.3,43443.4,38505,73941.2,820.82,25781.8,3.181
121610,86194,92463.6,79182,68058,76247.8,707.63,30490.6,3.181
67452.8,44241,99920.6,52428.2,44705,76858,201.74,19038.2,3.181
104124,70538,96739.9,63985,56039,74828.6,842.38,62353.4,3.182
105613,78331,88361.4,48098.2,43414,72607,401.94,51022.1,3.183
79520.6,61292,85026.8,52294.3,46449,73783.3,486.64,24148.8,3.183
133149,89656,97328.5,52599.6,45153,76344.2,713.02,60037.2,3.183
143925,109240,86344.5,54126.7,48504,73133.1,551.32,30919,3.183
118104,86910,89058.6,38525.8,29917,84394.3,324.94,46812.2,3.185
90380.2,58083,101977,55901.5,47035,77890.1,704.55,91350,3.185
128195,84548,99367.9,75070.8,56888,86482.9,903.98,16809.8,3.185
87267.2,59207,96595.7,67250.9,56916,77436.1,746.9,32940,3.186
84505.6,52749,104991,72726.5,60701,78519.3,181.72,38999.5,3.186
100125,70536,93027.4,69671.5,61109,74718.8,395.78,30920.4,3.186
100184,74179,88510.7,41568.5,37979,71730,247.17,3022.56,3.186
98598.4,71347,90567.9,53786.2,47659,73961.5,200.97,21374.6,3.187
94690.6,62802,98812.8,75729.6,64222,77279.1,297.22,24536.2,3.187
84855,59604,93300.1,55640.9,48272,75540.3,237.16,78722.6,3.187
93639.7,65261,94034.3,45578.9,39709,75223.7,414.26,46315.4,3.188
100026,61529,106540,69104.2,58388,77564.1,647.57,21127,3.188
75501.4,55365,89371.7,38022.5,34389,72460.4,472.78,17364.2,3.188
95527.7,64173,97556.6,58462.6,50336,76116.6,420.42,59628.2,3.189
82406.4,54626,98864.8,67392,57338,77027.5,691.46,66044.9,3.189
94630.4,65401,94825.7,60252.5,52521,75183.4,739.2,33161.8,3.189
85617.3,58494,95924.6,57306.2,47706,78724.3,724.57,55760.4,3.189
73964.8,50488,96010.1,64142.6,55596,75610.7,686.84,47612.2,3.189
92956.8,56570,107690,70431.8,59735,77271.6,750.75,41007.6,3.189
98629.8,66092,97800,68496.5,59864,74986.4,925.54,55934.6,3.189
112578,72365,101954,99812.2,81728,80037.3,637.56,42305,3.19
99960.3,73036,89695.5,61702.6,55644,72671.6,494.34,36702,3.191
70119,49621,92608.4,48044.9,40541,77666.3,576.73,28590.5,3.191
77980.2,56140,91031.5,67153.7,57256,76865,503.58,51806.2,3.192
125067,80100,102327,67788.7,56892,78088.4,480.48,76776.5,3.192
82337.3,52640,102509,53562.2,46200,75979.5,350.35,28390.3,3.192
102122,68777,97309.9,73365.1,63197,76080.5,498.96,56754,3.192
99270.4,83262,78136.3,34889.8,31159,73382.8,547.47,19049,3.193
102503,75581,88880,38010.2,34784,71614.5,296.45,25174.1,3.193
105581,66141,104615,88478.6,74848,77470.8,549.78,16753,3.193
77722.2,57428,88695.5,49296.2,42936,75244,371.14,30258,3.193
83747.2,59176,92748,57198.2,48588,77149.6,641.41,27447.1,3.193
64718.7,47491,89309.7,36983.5,31823,76163.5,281.82,15325.9,3.194
74585,47868,102114,82789.9,68129,79638.9,818.51,41718.2,3.194
98177.3,73647,87364.7,37532.2,33602,73201.2,242.55,42617.5,3.195
73689,49188,98180,61667.3,53576,75433.5,552.86,43709.8,3.195
139369,90965,100409,92360.9,79029,76591.7,1171.17,90185.8,3.195
92817.3,72915,83424.2,43635.6,39759,71925.9,599.83,11980.8,3.196
118537,78418,99064.5,68871.6,58346,77358.7,247.94,45857.5,3.196
59782.4,45283,86520.3,67916.9,59536,74761.5,477.4,6224.4,3.197
76662.4,50760,98978.5,69900.5,59269,77291.6,861.63,97612.6,3.197
102870,66784,100947,56414.9,47740,77444.6,545.16,26228.2,3.197
155734,110282,92546.1,87065.3,74391,76701.6,1121.12,42828.5,3.197
95879.7,70485,89147.6,42092.6,37302,73952.7,518.21,32461.2,3.199
65032.3,48846,87253,40047.1,35267,74418.8,192.5,20540.9,3.201
91006.7,55385,107686,77220,62868,80497.1,749.21,95189,3.201
128690,76143,110763,80539.9,66850,78956.8,335.72,30875.8,3.202
95535.4,65767,95199.8,65478.2,57231,74980,435.82,20913.8,3.202
94912.6,62922,98855.6,66381.8,57303,75919.2,503.58,45163.4,3.203
95347.8,70695,88389.8,45570.2,40711,73358.3,575.96,29731,3.203
104237,79268,86179.9,40750.6,36572,73023.9,191.73,37957.7,3.203
128851,86788,97299.1,69843.6,59928,76379.5,609.84,16846.6,3.203
123025,74829,107747,101766,85353,78138.5,694.54,59563.4,3.204
94776.3,63870,97248.5,52457.8,45447,75645.7,394.24,38533,3.204
126749,78049,106429,97638.5,81481,78531.6,793.87,75637.4,3.204
92497.3,65815,92105.2,56042.6,49012,74937,414.26,97447.7,3.204
68510.1,48433,92702.8,55093.7,47321,76300.6,246.4,45667.4,3.204
75086.7,49498,99415.8,58177.4,50179,75982.3,525.14,32452.6,3.205
93513,70596,86810.4,53635,48060,73138.2,483.56,20014.6,3.205
89813.1,60504,97282.7,36625,32252,74421.8,401.17,27954,3.206
88843.5,64248,90624.6,57749,51397,73635.5,600.6,35635.7,3.206
109044,68615,104151,65386.1,56891,75322,513.59,57330,3.206
78815.4,57484,89855.3,56953.4,50069,74547.1,467.39,48378.2,3.206
119533,81243,96423.1,71653.7,62582,75035.9,535.15,30177.4,3.208
72945.9,55598,85984.8,38126.9,35006,71378.7,-16.17,18102.2,3.21
89722.2,59543,98752.8,76579.2,62619,80146.5,483.56,33444,3.21
100074,59464,110292,73945.4,60924,79543.2,1009.47,38959.9,3.211
89625,63021,93201.7,49854.2,43568,74991.9,653.73,28559.5,3.212
148230,104615,92858.4,64398.2,53343,79118.2,530.53,24442.6,3.214
88404.5,58146,99640.1,55093,45793,78845.5,570.57,49758.5,3.214
106833,68660,101972,85235.8,72696,76840.7,847,49855.7,3.214
104726,74853,91690.5,40605.8,36297,73315.8,200.2,38659.7,3.215
82334.1,60468,89234.7,87107,75872,75240.5,649.11,101400,3.216
79796.5,60885,85892.1,31693,28193,73671.8,191.73,19931,3.216
137161,91059,98716,82694.9,70171,77232.6,689.92,37141.2,3.217
107002,79192,88550.1,43809.1,39256,73137.2,335.72,13494.2,3.217
74012.2,48894,99203.6,71811.4,61639,76351.5,669.9,54549.4,3.219
103796,75919,89600.8,53696.9,47340,74336.3,400.4,39409.9,3.219
135691,90485,98277.5,76885.9,65129,77366.4,721.49,25790.4,3.219
99012.5,66464,97630,95945,82584,76138.9,999.46,34555,3.22
112870,77860,95004.3,68886.7,58980,76543.9,831.6,35630.6,3.22
112350,73976,99531.9,76317.8,66648,75044.5,484.33,50493.6,3.221
126689,83591,99324.9,77825.5,66967,76162.5,485.87,32587.2,3.222
81015.7,53257,99694.8,49401.4,42372,76408.2,575.96,24595.2,3.222
122614,87041,92319.9,59956.6,52445,74922.6,650.65,24272.6,3.223
84583,61261,90485.5,36177.1,31517,75226.2,315.7,19143.4,3.224
75261.4,56397,87457.4,34291.4,30976,72550.5,492.8,34171.2,3.224
77676.8,56710,89765.9,79873.2,68513,76402.6,435.82,45414,3.225
119612,84284,93005.8,73360.8,61845,77739.1,740.74,71863.9,3.225
105920,78964,87908.1,57620.9,51064,73951.2,281.05,14431,3.227
76593.9,52277,96020.4,77909,64753,78851.1,1291.29,72462.2,3.227
80154.2,55620,94444.2,59377.7,50644,76837.8,505.89,43703.3,3.228
143203,94246,99579.5,81852.5,70922,75636.4,854.7,20050.6,3.229
95063.7,70216,88727.5,51256.8,45457,73897.7,335.72,29455.9,3.229
77473.3,54921,92447.1,59796.7,52596,74508.3,905.52,40709.5,3.23
130472,93500,91450.2,84502.8,73409,75440,956.34,61938.7,3.23
106141,74012,93985.3,63635.8,56437,73895.4,513.59,58393.4,3.23
128598,100671,83716.5,74085.1,62514,77666.5,409.64,77499.4,3.23
76437.1,56875,88077.1,52318.1,46568,73628.2,596.75,41449.7,3.232
104058,61612,110685,77839.9,63109,80833.4,586.74,69588.7,3.232
84030.1,56004,98332.2,52194.2,44764,76414.1,221.76,13993.2,3.232
77722.2,50440,100983,89681,76273,77056.6,1099.56,42433.9,3.233
58037.8,36784,103403,66601.4,57096,76446.6,344.19,38804.4,3.233
126013,91421,90333.5,77254.6,67293,75237.5,462,38875.7,3.233
73011.2,55544,86145.4,38493.4,35061,71951.8,301.07,10179.4,3.233
88545.9,63566,91290.1,38350.1,34227,73430.7,535.15,28331.3,3.233
68952.3,45444,99438,52997,44736,77638,391.16,28296.7,3.233
63270.4,42757,96978,44290.1,39457,73563.5,432.74,13879.4,3.234
89333.1,64384,90931.5,36943.9,32944,73493.1,214.06,21309.1,3.234
106583,71778,97314.3,72609.1,62613,75998.8,744.59,25935.1,3.235
79868.8,56152,93216.3,42488.6,36876,75510.8,416.57,16868.2,3.236
104410,78668,86981.1,44759.5,40123,73109.2,142.45,36172.8,3.237
101304,73218,90674.9,43235.3,39090,72485.7,727.65,22467.6,3.238
98576.6,69583,92843.3,64449.4,56268,75064.9,783.09,31417.2,3.238
96665.6,73572,86107.2,37242,33468,72926.1,334.95,21058.6,3.239
87698.6,55945,102733,66273.1,57012,76181.8,950.18,44336.9,3.24
116433,83737,91125.5,61904.9,53940,75213.2,793.1,7333.92,3.24
65192.3,47387,90160.7,36036.7,32326,73058.9,458.15,10683.4,3.241
88307.8,55228,104790,83611.4,70213,78042,832.37,45483.1,3.241
115308,85284,88607.9,58159.4,52196,73023.5,468.93,26864.6,3.241
69546.2,49121,92786.8,40624.6,32377,82230.3,509.74,56389.7,3.241
82299.5,57680,93508.7,45540,39956,74694.9,357.28,57978.7,3.242
87477.1,59152,96918.1,63391.7,55196,75267,328.02,47249.3,3.243
105715,77630,89245.3,52141.7,46455,73558.5,217.14,17869,3.243
71284.5,51812,90166.4,42002.6,36156,76133.6,486.64,30620.9,3.244
107937,78192,90466.2,73982.2,63988,75771.9,451.99,47910.2,3.244
86057,55473,101668,68163.1,59810,74688.8,517.44,32588.6,3.244
126339,89644,92362.7,64579,55557,76178.5,515.13,65375.3,3.245
101343,68571,96857.2,62315.3,54742,74602.6,746.9,37384.6,3.245
104024,71756,95007.2,55334.2,47889,75724.7,410.41,59009.8,3.245
96290.6,67209,93893.6,64789.9,54857,77402.6,485.87,50671.4,3.245
73733.1,46735,103395,65293.9,55746,76760.7,304.15,58723.2,3.246
82092.8,57871,92966,63588.2,53308,78174.4,645.26,47065.7,3.247
103193,69548,97240.1,59780.2,52357,74827.7,503.58,58329.4,3.248
73865,49417,97958.5,56951.3,43316,86165.8,2022.02,38959.9,3.249
120810,86280,91764.2,55931,48881,74988.2,336.49,69318.7,3.249
101861,66147,100920,66340.1,55435,78428.1,512.05,19023.8,3.249
156110,106410,96145.4,89048.2,75767,77023.8,1008.7,35249.8,3.249
110404,78588,92068.4,76888.1,64017,78712.5,430.43,77369.8,3.251
142280,98776,94400.3,68286.2,59116,75702.1,616,59220,3.251
107850,70941,99632.5,97681.7,75616,84660.2,663.74,107616,3.251
99348.5,68850,94566.5,60640.6,50202,79163,431.2,30129.8,3.252
115254,83584,90367.9,69951.6,59016,77679.8,730.73,34122.2,3.252
97235.2,76182,83647.1,35674.6,32510,71915.4,367.29,14389.2,3.252
89726.7,63894,92032.6,58194,49534,76993.6,689.15,56739.6,3.253
137119,86818,103506,78621.8,66562,77410,1024.1,82035.4,3.254
133633,91416,95801.1,75970.1,65717,75760.8,622.16,22431.6,3.254
92953.6,64704,94148.9,72661,64376,73970.3,456.61,31995.4,3.254
83737,60673,90448.6,75436.6,63977,77274.8,571.34,43454.9,3.255
100843,68250,96832.8,49693.7,42359,76883.9,521.29,50341.7,3.255
84400,59917,92315,64237,55840,75391,690.69,21931.2,3.255
90984.3,67744,88018.8,51472.1,45848,73575.2,293.37,28417,3.255
73193.6,56817,84425.7,45490.3,36589,81479.5,412.72,14073.8,3.255
86661.1,65523,86678.3,34198.6,30975,72356.3,418.88,19000.1,3.255
105538,68688,100695,53664.5,46152,76203.7,565.95,60019.9,3.255
145507,103139,92457,63699.1,54959,75958.2,617.54,38312.6,3.256
132695,86740,100257,75277.4,62780,78582.1,903.21,55774.1,3.256
106783,81416,85955,108630,92933,76605.5,948.64,67063.7,3.257
163178,107349,99619.5,84572.6,73245,75671.4,973.28,27265.7,3.257
106029,63970,108625,78280.6,61466,83463.9,650.65,41194.8,3.257
70698.9,47043,98491.2,53015,46335,74984.2,426.58,34377.1,3.258
103686,67256,101035,63340.6,53733,77254,441.21,54273.6,3.258
92894.1,67021,90835.8,41833.4,37168,73762.3,470.47,25125.1,3.258
105998,65959,105318,84617.3,68491,80966.5,1034.11,44012.9,3.258
75218.6,56411,87385.9,33719.8,30694,71996.4,435.05,35347,3.259
110360,72460,99814.1,76198.3,64033,77986.9,797.72,43030.8,3.259
103806,78170,87028.7,49394.2,43587,74267.5,711.48,41082.5,3.259
91246.7,69085,86559.2,72344.2,60301,78624.7,677.6,87066,3.26
87673,61194,93893.8,74936.9,60547,81111.6,455.07,58086.7,3.26
84635.5,59820,92722.7,48998.9,43189,74352.1,278.74,63738,3.26
78450.6,64925,79188.8,74630.2,64672,75627.2,474.32,6317.28,3.26
76915.8,53083,94959.9,49498.6,42790,75810.7,387.31,14263.9,3.26
52094.1,42929,79527.5,53766.7,42361,83181.6,611.38,15631.9,3.261
127871,87998,95231.5,76386.2,64599,77494.2,713.02,33217.9,3.261
130022,94919,89772.8,57195.4,50635,74027,657.58,38785,3.262
92873.6,60611,100420,57503.5,48843,77156.4,542.08,43371.4,3.263
78131.8,59794,85634.8,40073,35950,73052.2,274.89,21865.7,3.263
82552.3,58466,92535,37653.8,33350,73993.5,346.5,33170.4,3.264
99287.7,73353,88706.9,40399.2,35837,73879,218.68,23792.4,3.264
82183.7,56888,94677.1,52392.2,45893,74817,561.33,36064.8,3.264
86599,64004,88671.9,53416.8,48488,72197.7,631.4,23057.3,3.264
71059.8,51293,90791.7,46406.2,40656,74805,378.07,18791.3,3.264
116554,75961,100558,82712.2,65764,82425.4,632.17,66078.7,3.266
90553,70544,84124.5,37536.5,34179,71973.7,310.31,19914.5,3.266
76961.9,57147,88259.7,77643.4,60950,83485.4,1071.07,55098,3.267
79695.4,49887,104695,52864.6,45218,76618.4,247.17,37864.8,3.267
99038.7,63056,102934,70788.2,59320,78206,493.57,28054.8,3.267
74768.6,54353,90152.1,37322.6,33293,73468.2,110.11,17182.1,3.268
140775,90406,102049,100302,86494,75998.1,1183.49,49425.8,3.268
70782.7,51134,90718.8,71094.2,61171,76167.3,463.54,56025.4,3.268
80025,60930,86074.4,49062.2,42902,74946.2,117.81,31991.8,3.268
115640,67005,113105,77225,61568,82202.1,799.26,68116.3,3.268
85867.5,59330,94849.4,69541.9,61130,74554.2,636.79,43766.6,3.269
87212.8,58420,97836,60901.9,53180,75052.1,253.33,49128.5,3.269
84213.8,61648,89524.9,59913.4,51800,75800.8,584.43,40248.7,3.269
82867.8,57580,94317.9,41841.4,37217,73679.1,646.03,24570,3.269
83084.8,62658,86901,48134.2,43386,72708.2,235.62,16220.2,3.269
96690.6,66605,95138.7,57337.9,49824,75419.4,320.32,33441.8,3.269
128899,89060,94851.7,64972.8,53856,79063.8,341.88,75093.1,3.271
129380,79577,106552,98328.2,78868,81706.6,810.04,110726,3.271
107452,75444,93340,49035.6,43160,74457.8,286.44,37550.2,3.272
98847.4,74817,86585.4,38617.2,34653,73033.1,381.92,13725.4,3.272
90469.1,68750,86239.8,74928.2,62327,78786,354.97,54905.8,3.272
125832,76209,108209,93646.1,77773,78911.6,766.92,57018.2,3.272
91918.7,66143,91075.2,37929.6,34050,73003.1,1439.13,17173.4,3.272
111900,70894,103443,72491,60739,78216.2,758.45,52629.1,3.272
82138.2,68089,79058.5,78957.4,69954,73970.8,854.7,9293.76,3.273
98879.4,73429,88250.7,44187.8,39181,73910.7,431.2,26055.4,3.273
95655.7,65817,95247.3,53520.5,46420,75560.5,386.54,19399,3.274
93948.8,65992,93299.6,79551.4,61377,84941.9,1043.35,69636.2,3.275
112451,79423,92788.7,62469.4,55090,74314.6,299.53,33741.4,3.276
